"accgrpid","userid1","branchname","uwritrname"
325979,"","",""
325980,"","",""
325981,"","",""
325982,"","",""
325983,"","",""
325984,"","",""
325985,"","",""
325986,"","",""
325987,"","",""
325988,"","",""
325989,"","",""
325990,"","",""
325991,"","",""
325992,"","",""
325993,"","",""
325994,"","",""
325995,"","",""
325996,"","",""
325997,"","",""
325998,"","",""
325999,"","",""
326000,"","",""
326001,"","",""
326002,"","",""
326003,"","",""
326004,"","",""
326005,"","",""
326006,"","",""
326007,"","",""
326008,"","",""
326009,"","",""
326010,"","",""
326011,"","",""
326012,"","",""
326013,"","",""
326014,"","",""
326015,"","",""
326016,"","",""
326017,"","",""
326018,"","",""
326019,"","",""
326020,"","",""
326021,"","",""
326022,"","",""
326023,"","",""
326024,"","",""
326025,"","",""
326026,"","",""
326027,"","",""
326028,"","",""
326029,"","",""
326030,"","",""
326031,"","",""
326032,"","",""
326033,"","",""
326034,"","",""
326035,"","",""
326036,"","",""
326037,"","",""
326038,"","",""
326039,"","",""
326040,"","",""
326041,"","",""
326042,"","",""
326043,"","",""
326044,"","",""
326045,"","",""
326046,"","",""
326047,"","",""
326048,"","",""
326049,"","",""
326050,"","",""
326051,"","",""
326052,"","",""
326053,"","",""
326054,"","",""
326055,"","",""
326056,"","",""
326057,"","",""
326058,"","",""
326059,"","",""
326060,"","",""
326061,"","",""
326062,"","",""
326063,"","",""
326064,"","",""
326065,"","",""
326066,"","",""
326067,"","",""
326068,"","",""
326069,"","",""
326070,"","",""
326071,"","",""
326072,"","",""
326073,"","",""
326074,"","",""
326075,"","",""
326076,"","",""
326077,"","",""
326078,"","",""
326079,"","",""
326080,"","",""
326081,"","",""
326082,"","",""
326083,"","",""
326084,"","",""
326085,"","",""
326086,"","",""
326087,"","",""
326088,"","",""
326089,"","",""
326090,"","",""
326091,"","",""
326092,"","",""
326093,"","",""
326094,"","",""
326095,"","",""
326096,"","",""
326097,"","",""
326098,"","",""
326099,"","",""
326100,"","",""
326101,"","",""
326102,"","",""
326103,"","",""
326104,"","",""
326105,"","",""
326106,"","",""
326107,"","",""
326108,"","",""
326109,"","",""
326110,"","",""
326111,"","",""
326112,"","",""
326113,"","",""
326114,"","",""
326115,"","",""
326116,"","",""
326117,"","",""
326118,"","",""
326119,"","",""
326120,"","",""
326121,"","",""
326122,"","",""
326123,"","",""
326124,"","",""
326125,"","",""
326126,"","",""
326127,"","",""
326128,"","",""
326129,"","",""
326130,"","",""
326131,"","",""
326132,"","",""
326133,"","",""
326134,"","",""
326135,"","",""
326136,"","",""
326137,"","",""
326138,"","",""
326139,"","",""
326140,"","",""
326141,"","",""
326142,"","",""
326143,"","",""
326144,"","",""
326145,"","",""
326146,"","",""
326147,"","",""
326148,"","",""
326149,"","",""
326150,"","",""
326151,"","",""
326152,"","",""
326153,"","",""
326154,"","",""
326155,"","",""
326156,"","",""
326157,"","",""
326158,"","",""
326159,"","",""
326160,"","",""
326161,"","",""
326162,"","",""
326163,"","",""
326164,"","",""
326165,"","",""
326166,"","",""
326167,"","",""
326168,"","",""
326169,"","",""
326170,"","",""
326171,"","",""
326172,"","",""
326173,"","",""
326174,"","",""
326175,"","",""
326176,"","",""
326177,"","",""
326178,"","",""
326179,"","",""
326180,"","",""
326181,"","",""
326182,"","",""
326183,"","",""
326184,"","",""
326185,"","",""
326186,"","",""
326187,"","",""
326188,"","",""
326189,"","",""
326190,"","",""
326191,"","",""
326192,"","",""
326193,"","",""
326194,"","",""
326195,"","",""
326196,"","",""
326197,"","",""
326198,"","",""
326199,"","",""
326200,"","",""
326201,"","",""
326202,"","",""
326203,"","",""
326204,"","",""
326205,"","",""
326206,"","",""
326207,"","",""
326208,"","",""
326209,"","",""
326210,"","",""
326211,"","",""
326212,"","",""
326213,"","",""
326214,"","",""
326215,"","",""
326216,"","",""
326217,"","",""
326218,"","",""
326219,"","",""
326220,"","",""
326221,"","",""
326222,"","",""
326223,"","",""
326224,"","",""
326225,"","",""
326226,"","",""
326227,"","",""
326228,"","",""
326229,"","",""
326230,"","",""
326231,"","",""
326232,"","",""
326233,"","",""
326234,"","",""
326235,"","",""
326236,"","",""
326237,"","",""
326238,"","",""
326239,"","",""
326240,"","",""
326241,"","",""
326242,"","",""
326243,"","",""
326244,"","",""
326245,"","",""
326246,"","",""
326247,"","",""
326248,"","",""
326249,"","",""
326250,"","",""
326251,"","",""
326252,"","",""
326253,"","",""
326254,"","",""
326255,"","",""
326256,"","",""
326257,"","",""
326258,"","",""
326259,"","",""
326260,"","",""
326261,"","",""
326262,"","",""
326263,"","",""
326264,"","",""
326265,"","",""
326266,"","",""
326267,"","",""
326268,"","",""
326269,"","",""
326270,"","",""
326271,"","",""
326272,"","",""
326273,"","",""
326274,"","",""
326275,"","",""
326276,"","",""
326277,"","",""
326278,"","",""
326279,"","",""
326280,"","",""
326281,"","",""
326282,"","",""
326283,"","",""
326284,"","",""
326285,"","",""
326286,"","",""
326287,"","",""
326288,"","",""
326289,"","",""
326290,"","",""
326291,"","",""
326292,"","",""
326293,"","",""
326294,"","",""
326295,"","",""
326296,"","",""
326297,"","",""
326298,"","",""
326299,"","",""
326300,"","",""
326301,"","",""
326302,"","",""
326303,"","",""
326304,"","",""
326305,"","",""
326306,"","",""
326307,"","",""
326308,"","",""
326309,"","",""
326310,"","",""
326311,"","",""
326312,"","",""
326313,"","",""
326314,"","",""
326315,"","",""
326316,"","",""
326317,"","",""
326318,"","",""
326319,"","",""
326320,"","",""
326321,"","",""
326322,"","",""
326323,"","",""
326324,"","",""
326325,"","",""
326326,"","",""
326327,"","",""
326328,"","",""
326329,"","",""
326330,"","",""
326331,"","",""
326332,"","",""
326333,"","",""
326334,"","",""
326335,"","",""
326336,"","",""
326337,"","",""
326338,"","",""
326339,"","",""
326340,"","",""
326341,"","",""
326342,"","",""
326343,"","",""
326344,"","",""
326345,"","",""
326346,"","",""
326347,"","",""
326348,"","",""
326349,"","",""
326350,"","",""
326351,"","",""
326352,"","",""
326353,"","",""
326354,"","",""
326355,"","",""
326356,"","",""
326357,"","",""
326358,"","",""
326359,"","",""
326360,"","",""
326361,"","",""
326362,"","",""
326363,"","",""
326364,"","",""
326365,"","",""
326366,"","",""
326367,"","",""
326368,"","",""
326369,"","",""
326370,"","",""
326371,"","",""
326372,"","",""
326373,"","",""
326374,"","",""
326375,"","",""
326376,"","",""
326377,"","",""
326378,"","",""
326379,"","",""
326380,"","",""
326381,"","",""
326382,"","",""
326383,"","",""
326384,"","",""
326385,"","",""
326386,"","",""
326387,"","",""
326388,"","",""
326389,"","",""
326390,"","",""
326391,"","",""
326392,"","",""
326393,"","",""
326394,"","",""
326395,"","",""
326396,"","",""
326397,"","",""
326398,"","",""
326399,"","",""
326400,"","",""
326401,"","",""
326402,"","",""
326403,"","",""
326404,"","",""
326405,"","",""
326406,"","",""
326407,"","",""
326408,"","",""
326409,"","",""
326410,"","",""
326411,"","",""
326412,"","",""
326413,"","",""
326414,"","",""
326415,"","",""
326416,"","",""
326417,"","",""
326418,"","",""
326419,"","",""
326420,"","",""
326421,"","",""
326422,"","",""
326423,"","",""
326424,"","",""
326425,"","",""
326426,"","",""
326427,"","",""
326428,"","",""
326429,"","",""
326430,"","",""
326431,"","",""
326432,"","",""
326433,"","",""
326434,"","",""
326435,"","",""
326436,"","",""
326437,"","",""
326438,"","",""
326439,"","",""
326440,"","",""
326441,"","",""
326442,"","",""
326443,"","",""
326444,"","",""
326445,"","",""
326446,"","",""
326447,"","",""
326448,"","",""
326449,"","",""
326450,"","",""
326451,"","",""
326452,"","",""
326453,"","",""
326454,"","",""
326455,"","",""
326456,"","",""
326457,"","",""
326458,"","",""
326459,"","",""
326460,"","",""
326461,"","",""
326462,"","",""
326463,"","",""
326464,"","",""
326465,"","",""
326466,"","",""
326467,"","",""
326468,"","",""
326469,"","",""
326470,"","",""
326471,"","",""
326472,"","",""
326473,"","",""
326474,"","",""
326475,"","",""
326476,"","",""
326477,"","",""
326478,"","",""
326479,"","",""
326480,"","",""
326481,"","",""
326482,"","",""
326483,"","",""
326484,"","",""
326485,"","",""
326486,"","",""
326487,"","",""
326488,"","",""
326489,"","",""
326490,"","",""
326491,"","",""
326492,"","",""
326493,"","",""
326494,"","",""
326495,"","",""
326496,"","",""
326497,"","",""
326498,"","",""
326499,"","",""
326500,"","",""
326501,"","",""
326502,"","",""
326503,"","",""
326504,"","",""
326505,"","",""
326506,"","",""
326507,"","",""
326508,"","",""
326509,"","",""
326510,"","",""
326511,"","",""
326512,"","",""
326513,"","",""
326514,"","",""
326515,"","",""
326516,"","",""
326517,"","",""
326518,"","",""
326519,"","",""
326520,"","",""
326521,"","",""
326522,"","",""
326523,"","",""
326524,"","",""
326525,"","",""
326526,"","",""
326527,"","",""
326528,"","",""
326529,"","",""
326530,"","",""
326531,"","",""
326532,"","",""
326533,"","",""
326534,"","",""
326535,"","",""
326536,"","",""
326537,"","",""
326538,"","",""
326539,"","",""
326540,"","",""
326541,"","",""
326542,"","",""
326543,"","",""
326544,"","",""
326545,"","",""
326546,"","",""
326547,"","",""
326548,"","",""
326549,"","",""
326550,"","",""
326551,"","",""
326552,"","",""
326553,"","",""
326554,"","",""
326555,"","",""
326556,"","",""
326557,"","",""
326558,"","",""
326559,"","",""
326560,"","",""
326561,"","",""
326562,"","",""
326563,"","",""
326564,"","",""
326565,"","",""
326566,"","",""
326567,"","",""
326568,"","",""
326569,"","",""
326570,"","",""
326571,"","",""
326572,"","",""
326573,"","",""
326574,"","",""
326575,"","",""
326576,"","",""
326577,"","",""
326578,"","",""
326579,"","",""
326580,"","",""
326581,"","",""
326582,"","",""
326583,"","",""
326584,"","",""
326585,"","",""
326586,"","",""
326587,"","",""
326588,"","",""
326589,"","",""
326590,"","",""
326591,"","",""
326592,"","",""
326593,"","",""
326594,"","",""
326595,"","",""
326596,"","",""
326597,"","",""
326598,"","",""
326599,"","",""
326600,"","",""
326601,"","",""
326602,"","",""
326603,"","",""
326604,"","",""
326605,"","",""
326606,"","",""
326607,"","",""
326608,"","",""
326609,"","",""
326610,"","",""
326611,"","",""
326612,"","",""
326613,"","",""
326614,"","",""
326615,"","",""
326616,"","",""
326617,"","",""
326618,"","",""
326619,"","",""
326620,"","",""
326621,"","",""
326622,"","",""
326623,"","",""
326624,"","",""
326625,"","",""
326626,"","",""
326627,"","",""
326628,"","",""
326629,"","",""
326630,"","",""
326631,"","",""
326632,"","",""
326633,"","",""
326634,"","",""
326635,"","",""
326636,"","",""
326637,"","",""
326638,"","",""
326639,"","",""
326640,"","",""
326641,"","",""
326642,"","",""
326643,"","",""
326644,"","",""
326645,"","",""
326646,"","",""
326647,"","",""
326648,"","",""
326649,"","",""
326650,"","",""
326651,"","",""
326652,"","",""
326653,"","",""
326654,"","",""
326655,"","",""
326656,"","",""
326657,"","",""
326658,"","",""
326659,"","",""
326660,"","",""
326661,"","",""
326662,"","",""
326663,"","",""
326664,"","",""
326665,"","",""
326666,"","",""
326667,"","",""
326668,"","",""
326669,"","",""
326670,"","",""
326671,"","",""
326672,"","",""
326673,"","",""
326674,"","",""
326675,"","",""
326676,"","",""
326677,"","",""
326678,"","",""
326679,"","",""
326680,"","",""
326681,"","",""
326682,"","",""
326683,"","",""
326684,"","",""
326685,"","",""
326686,"","",""
326687,"","",""
326688,"","",""
326689,"","",""
326690,"","",""
326691,"","",""
326692,"","",""
326693,"","",""
326694,"","",""
326695,"","",""
326696,"","",""
326697,"","",""
326698,"","",""
326699,"","",""
326700,"","",""
326701,"","",""
326702,"","",""
326703,"","",""
326704,"","",""
326705,"","",""
326706,"","",""
326707,"","",""
326708,"","",""
326709,"","",""
326710,"","",""
326711,"","",""
326712,"","",""
326713,"","",""
326714,"","",""
326715,"","",""
326716,"","",""
326717,"","",""
326718,"","",""
326719,"","",""
326720,"","",""
326721,"","",""
326722,"","",""
326723,"","",""
326724,"","",""
326725,"","",""
326726,"","",""
326727,"","",""
326728,"","",""
326729,"","",""
326730,"","",""
326731,"","",""
326732,"","",""
326733,"","",""
326734,"","",""
326735,"","",""
326736,"","",""
326737,"","",""
326738,"","",""
326739,"","",""
326740,"","",""
326741,"","",""
326742,"","",""
326743,"","",""
326744,"","",""
326745,"","",""
326746,"","",""
326747,"","",""
326748,"","",""
326749,"","",""
326750,"","",""
326751,"","",""
326752,"","",""
326753,"","",""
326754,"","",""
326755,"","",""
326756,"","",""
326757,"","",""
326758,"","",""
326759,"","",""
326760,"","",""
326761,"","",""
326762,"","",""
326763,"","",""
326764,"","",""
326765,"","",""
326766,"","",""
326767,"","",""
326768,"","",""
326769,"","",""
326770,"","",""
326771,"","",""
326772,"","",""
326773,"","",""
326774,"","",""
326775,"","",""
326776,"","",""
326777,"","",""
326778,"","",""
326779,"","",""
326780,"","",""
326781,"","",""
326782,"","",""
326783,"","",""
326784,"","",""
326785,"","",""
326786,"","",""
326787,"","",""
326788,"","",""
326789,"","",""
326790,"","",""
326791,"","",""
326792,"","",""
326793,"","",""
326794,"","",""
326795,"","",""
326796,"","",""
326797,"","",""
326798,"","",""
326799,"","",""
326800,"","",""
326801,"","",""
326802,"","",""
326803,"","",""
326804,"","",""
326805,"","",""
326806,"","",""
326807,"","",""
326808,"","",""
326809,"","",""
326810,"","",""
326811,"","",""
326812,"","",""
326813,"","",""
326814,"","",""
326815,"","",""
326816,"","",""
326817,"","",""
326818,"","",""
326819,"","",""
326820,"","",""
326821,"","",""
326822,"","",""
326823,"","",""
326824,"","",""
326825,"","",""
326826,"","",""
326827,"","",""
326828,"","",""
326829,"","",""
326830,"","",""
326831,"","",""
326832,"","",""
326833,"","",""
326834,"","",""
326835,"","",""
326836,"","",""
326837,"","",""
326838,"","",""
326839,"","",""
326840,"","",""
326841,"","",""
326842,"","",""
326843,"","",""
326844,"","",""
326845,"","",""
326846,"","",""
326847,"","",""
326848,"","",""
326849,"","",""
326850,"","",""
326851,"","",""
326852,"","",""
326853,"","",""
326854,"","",""
326855,"","",""
326856,"","",""
326857,"","",""
326858,"","",""
326859,"","",""
326860,"","",""
326861,"","",""
326862,"","",""
326863,"","",""
326864,"","",""
326865,"","",""
326866,"","",""
326867,"","",""
326868,"","",""
326869,"","",""
326870,"","",""
326871,"","",""
326872,"","",""
326873,"","",""
326874,"","",""
326875,"","",""
326876,"","",""
326877,"","",""
326878,"","",""
326879,"","",""
326880,"","",""
326881,"","",""
326882,"","",""
326883,"","",""
326884,"","",""
326885,"","",""
326886,"","",""
326887,"","",""
326888,"","",""
326889,"","",""
326890,"","",""
326891,"","",""
326892,"","",""
326893,"","",""
326894,"","",""
326895,"","",""
326896,"","",""
326897,"","",""
326898,"","",""
326899,"","",""
326900,"","",""
326901,"","",""
326902,"","",""
326903,"","",""
326904,"","",""
326905,"","",""
326906,"","",""
326907,"","",""
326908,"","",""
326909,"","",""
326910,"","",""
326911,"","",""
326912,"","",""
326913,"","",""
326914,"","",""
326915,"","",""
326916,"","",""
326917,"","",""
326918,"","",""
326919,"","",""
326920,"","",""
326921,"","",""
326922,"","",""
326923,"","",""
326924,"","",""
326925,"","",""
326926,"","",""
326927,"","",""
326928,"","",""
326929,"","",""
326930,"","",""
326931,"","",""
326932,"","",""
326933,"","",""
326934,"","",""
326935,"","",""
326936,"","",""
326937,"","",""
326938,"","",""
326939,"","",""
326940,"","",""
326941,"","",""
326942,"","",""
326943,"","",""
326944,"","",""
326945,"","",""
326946,"","",""
326947,"","",""
326948,"","",""
326949,"","",""
326950,"","",""
326951,"","",""
326952,"","",""
326953,"","",""
326954,"","",""
326955,"","",""
326956,"","",""
326957,"","",""
326958,"","",""
326959,"","",""
326960,"","",""
326961,"","",""
326962,"","",""
326963,"","",""
326964,"","",""
326965,"","",""
326966,"","",""
326967,"","",""
326968,"","",""
326969,"","",""
326970,"","",""
326971,"","",""
326972,"","",""
326973,"","",""
326974,"","",""
326975,"","",""
326976,"","",""
326977,"","",""
326978,"","",""
326979,"","",""
326980,"","",""
326981,"","",""
326982,"","",""
326983,"","",""
326984,"","",""
326985,"","",""
326986,"","",""
326987,"","",""
326988,"","",""
326989,"","",""
326990,"","",""
326991,"","",""
326992,"","",""
326993,"","",""
326994,"","",""
326995,"","",""
326996,"","",""
326997,"","",""
326998,"","",""
326999,"","",""
327000,"","",""
327001,"","",""
327002,"","",""
327003,"","",""
327004,"","",""
327005,"","",""
327006,"","",""
327007,"","",""
327008,"","",""
327009,"","",""
327010,"","",""
327011,"","",""
327012,"","",""
327013,"","",""
327014,"","",""
327015,"","",""
327016,"","",""
327017,"","",""
327018,"","",""
327019,"","",""
327020,"","",""
327021,"","",""
327022,"","",""
327023,"","",""
327024,"","",""
327025,"","",""
327026,"","",""
327027,"","",""
327028,"","",""
327029,"","",""
327030,"","",""
327031,"","",""
327032,"","",""
327033,"","",""
327034,"","",""
327035,"","",""
327036,"","",""
327037,"","",""
327038,"","",""
327039,"","",""
327040,"","",""
327041,"","",""
327042,"","",""
327043,"","",""
327044,"","",""
327045,"","",""
327046,"","",""
327047,"","",""
327048,"","",""
327049,"","",""
327050,"","",""
327051,"","",""
327052,"","",""
327053,"","",""
327054,"","",""
327055,"","",""
327056,"","",""
327057,"","",""
327058,"","",""
327059,"","",""
327060,"","",""
327061,"","",""
327062,"","",""
327063,"","",""
327064,"","",""
327065,"","",""
327066,"","",""
327067,"","",""
327068,"","",""
327069,"","",""
327070,"","",""
327071,"","",""
327072,"","",""
327073,"","",""
327074,"","",""
327075,"","",""
327076,"","",""
327077,"","",""
327078,"","",""
327079,"","",""
327080,"","",""
327081,"","",""
327082,"","",""
327083,"","",""
327084,"","",""
327085,"","",""
327086,"","",""
327087,"","",""
327088,"","",""
327089,"","",""
327090,"","",""
327091,"","",""
327092,"","",""
327093,"","",""
327094,"","",""
327095,"","",""
327096,"","",""
327097,"","",""
327098,"","",""
327099,"","",""
327100,"","",""
327101,"","",""
327102,"","",""
327103,"","",""
327104,"","",""
327105,"","",""
327106,"","",""
327107,"","",""
327108,"","",""
327109,"","",""
327110,"","",""
327111,"","",""
327112,"","",""
327113,"","",""
327114,"","",""
327115,"","",""
327116,"","",""
327117,"","",""
327118,"","",""
327119,"","",""
327120,"","",""
327121,"","",""
327122,"","",""
327123,"","",""
327124,"","",""
327125,"","",""
327126,"","",""
327127,"","",""
327128,"","",""
327129,"","",""
327130,"","",""
327131,"","",""
327132,"","",""
327133,"","",""
327134,"","",""
327135,"","",""
327136,"","",""
327137,"","",""
327138,"","",""
327139,"","",""
327140,"","",""
327141,"","",""
327142,"","",""
327143,"","",""
327144,"","",""
327145,"","",""
327146,"","",""
327147,"","",""
327148,"","",""
327149,"","",""
327150,"","",""
327151,"","",""
327152,"","",""
327153,"","",""
327154,"","",""
327155,"","",""
327156,"","",""
327157,"","",""
327158,"","",""
327159,"","",""
327160,"","",""
327161,"","",""
327162,"","",""
327163,"","",""
327164,"","",""
327165,"","",""
327166,"","",""
327167,"","",""
327168,"","",""
327169,"","",""
327170,"","",""
327171,"","",""
327172,"","",""
327173,"","",""
327174,"","",""
327175,"","",""
327176,"","",""
327177,"","",""
327178,"","",""
327179,"","",""
327180,"","",""
327181,"","",""
327182,"","",""
327183,"","",""
327184,"","",""
327185,"","",""
327186,"","",""
327187,"","",""
327188,"","",""
327189,"","",""
327190,"","",""
327191,"","",""
327192,"","",""
327193,"","",""
327194,"","",""
327195,"","",""
327196,"","",""
327197,"","",""
327198,"","",""
327199,"","",""
327200,"","",""
327201,"","",""
327202,"","",""
327203,"","",""
327204,"","",""
327205,"","",""
327206,"","",""
327207,"","",""
327208,"","",""
327209,"","",""
327210,"","",""
327211,"","",""
327212,"","",""
327213,"","",""
327214,"","",""
327215,"","",""
327216,"","",""
327217,"","",""
327218,"","",""
327219,"","",""
327220,"","",""
327221,"","",""
327222,"","",""
327223,"","",""
327224,"","",""
327225,"","",""
327226,"","",""
327227,"","",""
327228,"","",""
327229,"","",""
327230,"","",""
327231,"","",""
327232,"","",""
327233,"","",""
327234,"","",""
327235,"","",""
327236,"","",""
327237,"","",""
327238,"","",""
327239,"","",""
327240,"","",""
327241,"","",""
327242,"","",""
327243,"","",""
327244,"","",""
327245,"","",""
327246,"","",""
327247,"","",""
327248,"","",""
327249,"","",""
327250,"","",""
327251,"","",""
327252,"","",""
327253,"","",""
327254,"","",""
327255,"","",""
327256,"","",""
327257,"","",""
327258,"","",""
327259,"","",""
327260,"","",""
327261,"","",""
327262,"","",""
327263,"","",""
327264,"","",""
327265,"","",""
327266,"","",""
327267,"","",""
327268,"","",""
327269,"","",""
327270,"","",""
327271,"","",""
327272,"","",""
327273,"","",""
327274,"","",""
327275,"","",""
327276,"","",""
327277,"","",""
327278,"","",""
327279,"","",""
327280,"","",""
327281,"","",""
327282,"","",""
327283,"","",""
327284,"","",""
327285,"","",""
327286,"","",""
327287,"","",""
327288,"","",""
327289,"","",""
327290,"","",""
327291,"","",""
327292,"","",""
327293,"","",""
327294,"","",""
327295,"","",""
327296,"","",""
327297,"","",""
327298,"","",""
327299,"","",""
327300,"","",""
327301,"","",""
327302,"","",""
327303,"","",""
327304,"","",""
327305,"","",""
327306,"","",""
327307,"","",""
327308,"","",""
327309,"","",""
327310,"","",""
327311,"","",""
327312,"","",""
327313,"","",""
327314,"","",""
327315,"","",""
327316,"","",""
327317,"","",""
327318,"","",""
327319,"","",""
327320,"","",""
327321,"","",""
327322,"","",""
327323,"","",""
327324,"","",""
327325,"","",""
327326,"","",""
327327,"","",""
327328,"","",""
327329,"","",""
327330,"","",""
327331,"","",""
327332,"","",""
327333,"","",""
327334,"","",""
327335,"","",""
327336,"","",""
327337,"","",""
327338,"","",""
327339,"","",""
327340,"","",""
327341,"","",""
327342,"","",""
327343,"","",""
327344,"","",""
327345,"","",""
327346,"","",""
327347,"","",""
327348,"","",""
327349,"","",""
327350,"","",""
327351,"","",""
327352,"","",""
327353,"","",""
327354,"","",""
327355,"","",""
327356,"","",""
327357,"","",""
327358,"","",""
327359,"","",""
327360,"","",""
327361,"","",""
327362,"","",""
327363,"","",""
327364,"","",""
327365,"","",""
327366,"","",""
327367,"","",""
327368,"","",""
327369,"","",""
327370,"","",""
327371,"","",""
327372,"","",""
327373,"","",""
327374,"","",""
327375,"","",""
327376,"","",""
327377,"","",""
327378,"","",""
327379,"","",""
327380,"","",""
327381,"","",""
327382,"","",""
327383,"","",""
327384,"","",""
327385,"","",""
327386,"","",""
327387,"","",""
327388,"","",""
327389,"","",""
327390,"","",""
327391,"","",""
327392,"","",""
327393,"","",""
327394,"","",""
327395,"","",""
327396,"","",""
327397,"","",""
327398,"","",""
327399,"","",""
327400,"","",""
327401,"","",""
327402,"","",""
327403,"","",""
327404,"","",""
327405,"","",""
327406,"","",""
327407,"","",""
327408,"","",""
327409,"","",""
327410,"","",""
327411,"","",""
327412,"","",""
327413,"","",""
327414,"","",""
327415,"","",""
327416,"","",""
327417,"","",""
327418,"","",""
327419,"","",""
327420,"","",""
327421,"","",""
327422,"","",""
327423,"","",""
327424,"","",""
327425,"","",""
327426,"","",""
327427,"","",""
327428,"","",""
327429,"","",""
327430,"","",""
327431,"","",""
327432,"","",""
327433,"","",""
327434,"","",""
327435,"","",""
327436,"","",""
327437,"","",""
327438,"","",""
327439,"","",""
327440,"","",""
327441,"","",""
327442,"","",""
327443,"","",""
327444,"","",""
327445,"","",""
327446,"","",""
327447,"","",""
327448,"","",""
327449,"","",""
327450,"","",""
327451,"","",""
327452,"","",""
327453,"","",""
327454,"","",""
327455,"","",""
327456,"","",""
327457,"","",""
327458,"","",""
327459,"","",""
327460,"","",""
327461,"","",""
327462,"","",""
327463,"","",""
327464,"","",""
327465,"","",""
327466,"","",""
327467,"","",""
327468,"","",""
327469,"","",""
327470,"","",""
327471,"","",""
327472,"","",""
327473,"","",""
327474,"","",""
327475,"","",""
327476,"","",""
327477,"","",""
327478,"","",""
327479,"","",""
327480,"","",""
327481,"","",""
327482,"","",""
327483,"","",""
327484,"","",""
327485,"","",""
327486,"","",""
327487,"","",""
327488,"","",""
327489,"","",""
327490,"","",""
327491,"","",""
327492,"","",""
327493,"","",""
327494,"","",""
327495,"","",""
327496,"","",""
327497,"","",""
327498,"","",""
327499,"","",""
327500,"","",""
327501,"","",""
327502,"","",""
327503,"","",""
327504,"","",""
327505,"","",""
327506,"","",""
327507,"","",""
327508,"","",""
327509,"","",""
327510,"","",""
327511,"","",""
327512,"","",""
327513,"","",""
327514,"","",""
327515,"","",""
327516,"","",""
327517,"","",""
327518,"","",""
327519,"","",""
327520,"","",""
327521,"","",""
327522,"","",""
327523,"","",""
327524,"","",""
327525,"","",""
327526,"","",""
327527,"","",""
327528,"","",""
327529,"","",""
327530,"","",""
327531,"","",""
327532,"","",""
327533,"","",""
327534,"","",""
327535,"","",""
327536,"","",""
327537,"","",""
327538,"","",""
327539,"","",""
327540,"","",""
327541,"","",""
327542,"","",""
327543,"","",""
327544,"","",""
327545,"","",""
327546,"","",""
327547,"","",""
327548,"","",""
327549,"","",""
327550,"","",""
327551,"","",""
327552,"","",""
327553,"","",""
327554,"","",""
327555,"","",""
327556,"","",""
327557,"","",""
327558,"","",""
327559,"","",""
327560,"","",""
327561,"","",""
327562,"","",""
327563,"","",""
327564,"","",""
327565,"","",""
327566,"","",""
327567,"","",""
327568,"","",""
327569,"","",""
327570,"","",""
327571,"","",""
327572,"","",""
327573,"","",""
327574,"","",""
327575,"","",""
327576,"","",""
327577,"","",""
327578,"","",""
327579,"","",""
327580,"","",""
327581,"","",""
327582,"","",""
327583,"","",""
327584,"","",""
327585,"","",""
327586,"","",""
327587,"","",""
327588,"","",""
327589,"","",""
327590,"","",""
327591,"","",""
327592,"","",""
327593,"","",""
327594,"","",""
327595,"","",""
327596,"","",""
327597,"","",""
327598,"","",""
327599,"","",""
327600,"","",""
327601,"","",""
327602,"","",""
327603,"","",""
327604,"","",""
327605,"","",""
327606,"","",""
327607,"","",""
327608,"","",""
327609,"","",""
327610,"","",""
327611,"","",""
327612,"","",""
327613,"","",""
327614,"","",""
327615,"","",""
327616,"","",""
327617,"","",""
327618,"","",""
327619,"","",""
327620,"","",""
327621,"","",""
327622,"","",""
327623,"","",""
327624,"","",""
327625,"","",""
327626,"","",""
327627,"","",""
327628,"","",""
327629,"","",""
327630,"","",""
327631,"","",""
327632,"","",""
327633,"","",""
327634,"","",""
327635,"","",""
327636,"","",""
327637,"","",""
327638,"","",""
327639,"","",""
327640,"","",""
327641,"","",""
327642,"","",""
327643,"","",""
327644,"","",""
327645,"","",""
327646,"","",""
327647,"","",""
327648,"","",""
327649,"","",""
327650,"","",""
327651,"","",""
327652,"","",""
327653,"","",""
327654,"","",""
327655,"","",""
327656,"","",""
327657,"","",""
327658,"","",""
327659,"","",""
327660,"","",""
327661,"","",""
327662,"","",""
327663,"","",""
327664,"","",""
327665,"","",""
327666,"","",""
327667,"","",""
327668,"","",""
327669,"","",""
327670,"","",""
327671,"","",""
327672,"","",""
327673,"","",""
327674,"","",""
327675,"","",""
327676,"","",""
327677,"","",""
327678,"","",""
327679,"","",""
327680,"","",""
327681,"","",""
327682,"","",""
327683,"","",""
327684,"","",""
327685,"","",""
327686,"","",""
327687,"","",""
327688,"","",""
327689,"","",""
327690,"","",""
327691,"","",""
327692,"","",""
327693,"","",""
327694,"","",""
327695,"","",""
327696,"","",""
327697,"","",""
327698,"","",""
327699,"","",""
327700,"","",""
327701,"","",""
327702,"","",""
327703,"","",""
327704,"","",""
327705,"","",""
327706,"","",""
327707,"","",""
327708,"","",""
327709,"","",""
327710,"","",""
327711,"","",""
327712,"","",""
327713,"","",""
327714,"","",""
327715,"","",""
327716,"","",""
327717,"","",""
327718,"","",""
327719,"","",""
327720,"","",""
327721,"","",""
327722,"","",""
327723,"","",""
327724,"","",""
327725,"","",""
